"","family","genus","binomial","authority","year","number_of_synonyms","number_of_unique_synonyms","commonname","inCSchallenge","common_synonyms_from_HerpMapper","mivs"
"1040","Colubridae","Gonyosoma","Gonyosoma margaritatum","PETERS",1871,9,1,"",0,"","no"
"1041","Colubridae","Gonyosoma","Gonyosoma frenatum","GRAY",1853,22,11,"",0,"","no"
"1042","Colubridae","Gonyosoma","Gonyosoma jansenii","BLEEKER",1859,10,3,"",0,"","no"
"1043","Colubridae","Gonyosoma","Gonyosoma oxycephalum","BOIE",1827,22,10,"Red-tailed Rat Snake",0,"","no"
"1044","Colubridae","Gonyosoma","Gonyosoma prasinum","BLYTH",1854,25,7,"",0,"","no"
"1045","Colubridae","Grayia","Grayia caesar","GÜNTHER",1863,7,1,"Caesar's African Water Snake",0,"","no"
"1046","Colubridae","Grayia","Grayia ornata","BOCAGE",1866,7,1,"Ornate African Water Snake",0,"","no"
"1047","Colubridae","Grayia","Grayia smithii","LEACH",1818,21,7,"Smith's African Water Snake",1,"","no"
"1048","Colubridae","Grayia","Grayia tholloni","MOCQUARD",1897,9,1,"Tholloni's African Water Snake",0,"","no"
"1049","Colubridae","Gyalopion","Gyalopion canum","COPE",1860,9,2,"Western Hooknose Snake",0,"","no"
"1050","Colubridae","Gyalopion","Gyalopion quadrangulare","GÜNTHER",1893,13,4,"Desert Hooknose Snake",0,"","no"
"1051","Colubridae","Platyceps","Platyceps somalicus","BOULENGER",1896,9,4,"Ogaden Racer",0,"","no"
"1052","Colubridae","Platyceps","Platyceps taylori","PARKER",1949,6,1,"Taylor's Slender Racer",0,"","no"
"1053","Colubridae","Aspidura","Aspidura ceylonensis","GÜNTHER",1858,9,2,"",0,"","no"
"1054","Colubridae","Hapsidophrys","Hapsidophrys lineatus","FISCHER",1856,13,2,"Black-lined Green Snake",0,"","no"
"1055","Colubridae","Helicops","Helicops angulatus","LINNAEUS",1758,17,8,"Mountain Keelback",0,"","no"
"1056","Colubridae","Helicops","Helicops carinicaudus","WIED-NEUWIED",1825,10,3,"Wied's Keelback",0,"","no"
"1057","Colubridae","Helicops","Helicops danieli","AMARAL",1938,5,0,"Daniel's Keelback",0,"","no"
"1058","Colubridae","Helicops","Helicops gomesi","AMARAL",1921,3,0,"Sao Paulo Keelback",0,"","no"
"1059","Colubridae","Helicops","Helicops hagmanni","ROUX",1910,5,0,"Hagmann's Keelback",0,"","no"
"1060","Colubridae","Helicops","Helicops infrataeniatus","JAN",1865,15,8,"",0,"","no"
"1061","Colubridae","Helicops","Helicops leopardinus","SCHLEGEL",1837,10,2,"Leopard Keelback",0,"","no"
"1062","Colubridae","Helicops","Helicops modestus","GÜNTHER",1861,7,2,"Olive Keelback",0,"","no"
"1063","Colubridae","Helicops","Helicops pastazae","SHREVE",1934,5,0,"Shreve's Keelback",0,"","no"
"1064","Colubridae","Helicops","Helicops petersi","ROSSMAN",1976,4,0,"Spiral Keelback",0,"","no"
"1065","Colubridae","Helicops","Helicops polylepis","GÜNTHER",1861,7,2,"Norman's Keelback",0,"","no"
"1066","Colubridae","Helicops","Helicops scalaris","JAN",1865,12,1,"Ladder Keelback",0,"","no"
"1067","Colubridae","Helicops","Helicops trivittatus","GRAY",1849,5,1,"Equatorial Keelback",0,"","no"
"1068","Colubridae","Helicops","Helicops yacu","ROSSMAN & DIXON",1975,3,0,"Peru Keelback",0,"","no"
"1069","Anomalepididae","Helminthophis","Helminthophis flavoterminatus","PETERS",1858,8,4,"Yellow-tailed Blind Snake",0,"","no"
"1070","Anomalepididae","Helminthophis","Helminthophis frontalis","PETERS",1860,6,1,"Costa Rica Blind Snake",0,"","no"
"1071","Anomalepididae","Helminthophis","Helminthophis praeocularis","AMARAL",1924,3,0,"Preocular Blind Snake",0,"","no"
"1072","Colubridae","Helophis","Helophis schoutedeni","DE WITTE",1942,5,1,"Schouteden's Sun Snake",0,"","no"
"1073","Elapidae","Hemachatus","Hemachatus haemachatus","BONNATERRE",1790,17,8,"Ringneck Spitting Cobra",1,"","yes"
"1074","Elapidae","Hemiaspis","Hemiaspis damelii","GÜNTHER",1876,9,5,"",0,"","no"
"1075","Elapidae","Hemiaspis","Hemiaspis signata","JAN",1859,9,4,"Blackbelly Swamp Snake",0,"","no"
"1076","Elapidae","Sinomicrurus","Sinomicrurus hatori","TAKAHASHI",1930,14,8,"Hatori's Coralsnake",0,"","yes"
"1077","Elapidae","Sinomicrurus","Sinomicrurus japonicus","GÜNTHER",1868,21,8,"Japanese Coralsnake",0,"Hemibungarus japonicus","yes"
"1078","Elapidae","Sinomicrurus","Sinomicrurus sauteri","STEINDACHNER",1913,17,9,"Taiwanese Coralsnake",0,"Calliophis sauteri","yes"
"1079","Lamprophiidae","Hemirhagerrhis","Hemirhagerrhis kelleri","BOETTGER",1893,10,4,"Keller's Bark Snake",0,"","no"
"1080","Lamprophiidae","Hemirhagerrhis","Hemirhagerrhis nototaenia","GÜNTHER",1864,16,6,"Bark Snake",0,"","no"
"1081","Lamprophiidae","Hemirhagerrhis","Hemirhagerrhis viperina","BOCAGE",1873,8,4,"",0,"","no"
"1082","Colubridae","Heterodon","Heterodon nasicus","BAIRD & GIRARD",1852,19,2,"Plains Hognose Snake",1,"Heterodon nasicus nasicus","no"
"1083","Colubridae","Heterodon","Heterodon platirhinos","LATREILLE",1801,21,9,"Eastern Hognose Snake",1,"","no"
"1084","Colubridae","Heterodon","Heterodon simus","LINNAEUS",1766,7,1,"Southern Hognose Snake",0,"","no"
"1085","Lamprophiidae","Heteroliodon","Heteroliodon occipitalis","BOULENGER",1896,6,2,"",0,"","no"
"1086","Homalopsidae","Heurnia","Heurnia ventromaculata","JONG",1926,4,0,"Mamberano River watersnake",0,"","no"
"1087","Lamprophiidae","Hologerrhum","Hologerrhum philippinum","GÜNTHER",1858,7,2,"Philippine Stripe-lipped Snake",0,"","no"
"1088","Homalopsidae","Homalopsis","Homalopsis buccata","LINNAEUS",1758,13,7,"Masked Water Snake",1,"","no"
"1089","Lamprophiidae","Homoroselaps","Homoroselaps dorsalis","SMITH",1849,7,3,"Striped Harlequin Snake",0,"","no"
"1090","Lamprophiidae","Homoroselaps","Homoroselaps lacteus","LINNAEUS",1758,12,6,"Spotted Harlequin Snake",1,"","no"
"1091","Elapidae","Hoplocephalus","Hoplocephalus bitorquatus","JAN",1859,10,5,"Pale-headed Snake",0,"","yes"
"1092","Elapidae","Hoplocephalus","Hoplocephalus bungaroides","SCHLEGEL",1837,10,4,"Broadhead Snake",0,"","yes"
"1093","Elapidae","Hoplocephalus","Hoplocephalus stephensii","KREFFT",1869,6,0,"",0,"","yes"
"1094","Lamprophiidae","Hormonotus","Hormonotus modestus","DUMÉRIL, BIBRON  & DUMÉRIL",1854,12,6,"Uganda House Snake",0,"","no"
"1095","Colubridae","Hydrablabes","Hydrablabes periops","GÜNTHER",1872,6,1,"Olive Small-eyed Snake",0,"","no"
"1096","Colubridae","Hydrablabes","Hydrablabes praefrontalis","MOCQUARD",1890,6,1,"Mocquard's Small-eyed Snake",0,"","no"
"1097","Colubridae","Hydraethiops","Hydraethiops laevis","BOULENGER",1904,3,0,"",0,"","no"
"1098","Colubridae","Hydraethiops","Hydraethiops melanogaster","GÜNTHER",1872,8,2,"Blackbelly Snake",0,"","no"
"1099","Elapidae","Hydrelaps","Hydrelaps darwiniensis","BOULENGER",1896,6,0,"Darwin's Sea Snake",0,"","no"
"1100","Colubridae","Hydrodynastes","Hydrodynastes bicinctus","HERRMANN",1804,19,7,"Herrmann's Water Snake",0,"","no"
"1101","Colubridae","Hydrodynastes","Hydrodynastes gigas","DUMÉRIL, BIBRON  & DUMÉRIL",1854,11,4,"Brazilian False Water Cobra",0,"","no"
"1102","Colubridae","Hydromorphus","Hydromorphus concolor","PETERS",1859,6,1,"Costa Rica Water Snake",0,"","no"
"1103","Colubridae","Hydromorphus","Hydromorphus dunni","SLEVIN",1942,3,0,"Dunn's Water Snake",0,"","no"
"1104","Elapidae","Hydrophis","Hydrophis atriceps","GÜNTHER",1864,10,4,"Southeast Asia Sea Snake",0,"","yes"
"1105","Elapidae","Hydrophis","Hydrophis belcheri","GRAY",1849,16,5,"Belcher's Sea Snake",0,"","yes"
"1106","Elapidae","Hydrophis","Hydrophis bituberculatus","PETERS",1873,12,6,"Peters' Sea Snake",0,"","yes"
"1107","Elapidae","Hydrophis","Hydrophis brookii","GÜNTHER",1872,10,4,"",0,"","yes"
"1108","Elapidae","Hydrophis","Hydrophis caerulescens","SHAW",1802,20,7,"Dark Blue-banded Sea Snake",0,"","yes"
"1109","Elapidae","Hydrophis","Hydrophis cantoris","GÜNTHER",1864,14,3,"Gunther's Sea Snake",0,"","yes"
"1110","Elapidae","Hydrophis","Hydrophis coggeri","KHARIN",1984,8,1,"Cogger's Sea Snake",0,"","yes"
"1111","Elapidae","Hydrophis","Hydrophis cyanocinctus","DAUDIN",1803,22,18,"Annulated Sea Snake",0,"","yes"
"1112","Elapidae","Hydrophis","Hydrophis czeblukovi","KHARIN",1984,9,3,"Czeblukov's Sea Snake",0,"","yes"
"1113","Elapidae","Hydrophis","Hydrophis elegans","GRAY",1842,10,3,"Elegant Sea Snake",0,"","yes"
"1114","Elapidae","Hydrophis","Hydrophis fasciatus","SCHNEIDER",1799,19,10,"Striped Sea Snake",0,"","yes"
"1115","Elapidae","Hydrophis","Hydrophis gracilis","SHAW",1802,21,11,"Smallhead Sea Snake",0,"","yes"
"1116","Elapidae","Hydrophis","Hydrophis inornatus","GRAY",1849,21,14,"Blue-gray Sea Snake",0,"","yes"
"1117","Elapidae","Hydrophis","Hydrophis klossi","BOULENGER",1912,6,1,"Kloss' Sea Snake",0,"","yes"
"1118","Elapidae","Hydrophis","Hydrophis lamberti","SMITH",1917,12,4,"",0,"","yes"
"1119","Elapidae","Hydrophis","Hydrophis lapemoides","GRAY",1849,19,9,"Persian Gulf Sea Snake",0,"","yes"
"1120","Elapidae","Hydrophis","Hydrophis mamillaris","DAUDIN",1803,13,7,"Bombay Sea Snake",0,"","yes"
"1121","Elapidae","Hydrophis","Hydrophis macdowelli","KHARIN",1983,6,3,"",0,"","yes"
"1122","Elapidae","Hydrophis","Hydrophis melanocephalus","GRAY",1849,14,7,"Black-headed Sea Snake",0,"","yes"
"1123","Elapidae","Hydrophis","Hydrophis melanosoma","GÜNTHER",1864,9,4,"Black-striped Sea Snake",0,"","yes"
"1124","Elapidae","Hydrophis","Hydrophis nigrocinctus","DAUDIN",1803,16,6,"",0,"","yes"
"1125","Elapidae","Hydrophis","Hydrophis obscurus","DAUDIN",1803,15,7,"Russel's Sea Snake",0,"","yes"
"1126","Elapidae","Hydrophis","Hydrophis ornatus","GRAY",1842,26,11,"Reef Sea Snake",0,"","yes"
"1127","Elapidae","Hydrophis","Hydrophis pacificus","BOULENGER",1896,12,5,"Pacific Sea Snake",0,"","yes"
"1128","Elapidae","Hydrophis","Hydrophis parviceps","SMITH",1935,7,1,"",0,"","yes"
"1129","Elapidae","Hydrophis","Hydrophis semperi","GARMAN",1881,7,2,"Garman's Sea Snake",0,"","yes"
"1130","Elapidae","Hydrophis","Hydrophis spiralis","SHAW",1802,22,14,"Yellow Sea Snake",0,"","yes"
"1131","Elapidae","Hydrophis","Hydrophis stricticollis","GÜNTHER",1864,11,5,"Collared Sea Snake",0,"","yes"
"1132","Elapidae","Hydrophis","Hydrophis torquatus","GÜNTHER",1864,25,7,"West Coast Black-headed Sea Snake",0,"","yes"
"1133","Elapidae","Hydrophis","Hydrophis vorisi","KHARIN",1984,4,1,"Kharin's Sea Snake",0,"","yes"
"1134","Colubridae","Hydrops","Hydrops martii","WAGLER",1824,11,5,"Amazon Water Snake",0,"","no"
"1135","Colubridae","Hydrops","Hydrops triangularis","WAGLER",1824,14,1,"Triangle Water Snake",0,"","no"
"1136","Viperidae","Hypnale","Hypnale hypnale","MERREM",1820,12,5,"Indian Humpnose Viper",1,"","yes"
"1137","Viperidae","Hypnale","Hypnale nepa","LAURENTI",1768,14,6,"Sri Lanka Humpnose Viper",0,"","yes"
"1138","Viperidae","Hypnale","Hypnale zara","GRAY",1849,3,1,"",0,"","yes"
"1139","Lamprophiidae","Hypoptophis","Hypoptophis wilsonii","BOULENGER",1908,7,2,"",0,"","no"
"1140","Colubridae","Hypsiglena","Hypsiglena tanzeri","DIXON & LIEB",1972,5,0,"Tanzer's Night Snake",0,"","no"
"1141","Colubridae","Hypsiglena","Hypsiglena torquata","GÜNTHER",1860,12,3,"Night Snake",0,"","no"
"1142","Colubridae","Hypsirhynchus","Hypsirhynchus ferox","GÜNTHER",1858,9,1,"Hispaniola Cat-eyed Snake",0,"","no"
"1143","Colubridae","Ialtris","Ialtris agyrtes","SCHWARTZ & ROSSMAN",1976,5,1,"Barreras Fanged Snake",0,"","no"
"1144","Colubridae","Ialtris","Ialtris dorsalis","GÜNTHER",1858,8,4,"Brown Fanged Snake",0,"","no"
"1145","Colubridae","Ialtris","Ialtris parishi","COCHRAN",1932,5,1,"Parish's Fanged Snake",0,"","no"
"1146","Colubridae","Iguanognathus","Iguanognathus werneri","BOULENGER",1898,4,1,"Spatula-tooth Snake",0,"","no"
"1147","Colubridae","Imantodes","Imantodes cenchoa","LINNAEUS",1758,24,12,"Blunthead Tree Snake",1,"","no"
"1148","Colubridae","Imantodes","Imantodes gemmistratus","COPE",1861,21,9,"Central American Tree Snake",0,"","no"
"1149","Colubridae","Imantodes","Imantodes inornatus","BOULENGER",1896,6,1,"Western Tree Snake",0,"","no"
"1150","Colubridae","Imantodes","Imantodes lentiferus","COPE",1894,7,1,"Amazon Basin Tree Snake",0,"","no"
"1151","Colubridae","Imantodes","Imantodes phantasma","MYERS",1982,3,0,"Phantasma Tree Snake",0,"","no"
"1152","Colubridae","Imantodes","Imantodes tenuissimus","COPE",1867,5,1,"YucatÃ¡n Blunthead Snake",0,"","no"
"1153","Pareidae","Asthenodipsas","Asthenodipsas laevis","BOIE",1827,18,6,"",0,"","no"
"1154","Pareidae","Asthenodipsas","Asthenodipsas malaccanus","PETERS",1864,19,5,"",0,"","no"
"1155","Lamprophiidae","Ithycyphus","Ithycyphus blanci","DOMERGUE",1988,3,1,"",0,"","no"
"1156","Lamprophiidae","Ithycyphus","Ithycyphus goudoti","SCHLEGEL",1837,8,5,"Forest Night Snake",0,"","no"
"1157","Lamprophiidae","Ithycyphus","Ithycyphus miniatus","SCHLEGEL",1837,7,3,"Tiny Night Snake",0,"","no"
"1158","Lamprophiidae","Ithycyphus","Ithycyphus oursi","DOMERGUE",1986,3,0,"",0,"","no"
"1159","Lamprophiidae","Ithycyphus","Ithycyphus perineti","DOMERGUE",1986,3,0,"",0,"","no"
"1160","Elapidae","Hydrophis","Hydrophis jerdonii","GRAY",1849,17,4,"",0,"","yes"
"1161","Elapidae","Hydrophis","Hydrophis annandalei","LAIDLAW",1901,11,3,"",0,"","yes"
"1162","Viperidae","Lachesis","Lachesis melanocephala","SOLÓRZANO & CERDAS",1986,8,3,"",0,"","yes"
"1163","Viperidae","Lachesis","Lachesis muta","LINNAEUS",1766,23,19,"Bushmaster",1,"","yes"
"1164","Viperidae","Lachesis","Lachesis stenophrys","COPE",1875,9,2,"",0,"","yes"
"1165","Colubridae","Lampropeltis","Lampropeltis alterna","BROWN",1901,15,4,"Grey-banded Kingsnake",0,"","no"
"1166","Colubridae","Lampropeltis","Lampropeltis calligaster","HARLAN",1827,20,4,"Prairie Kingsnake",1,"","no"
"1167","Colubridae","Lampropeltis","Lampropeltis getula","LINNAEUS",1766,23,8,"Common Kingsnake",1,"","no"
"1168","Colubridae","Lampropeltis","Lampropeltis mexicana","GARMAN",1884,10,3,"Mexican Kingsnake",0,"Lampropeltis mexicana mexicana","no"
"1169","Colubridae","Lampropeltis","Lampropeltis pyromelana","COPE",1866,18,4,"Sonoran Mountain Kingsnake",0,"","no"
"1170","Colubridae","Lampropeltis","Lampropeltis ruthveni","BLANCHARD",1920,6,1,"Ruthvens Kingsnake",0,"","no"
"1171","Colubridae","Lampropeltis","Lampropeltis triangulum","LACÉPÈDE",1789,23,14,"Milksnake",1,"Lampropeltis triangulum triangulum","no"
"1172","Colubridae","Lampropeltis","Lampropeltis zonata","LOCKINGTON",1835,22,8,"California Mountain Kingsnake",0,"","no"
"1173","Lamprophiidae","Lamprophis","Lamprophis abyssinicus","MOCQUARD",1906,4,0,"Abassynian House Snake",0,"","no"
"1174","Lamprophiidae","Lamprophis","Lamprophis aurora","LINNAEUS",1758,12,4,"Aurora House Snake",0,"","no"
"1175","Lamprophiidae","Lamprophis","Lamprophis erlangeri","STERNFELD",1908,6,2,"",0,"","no"
"1176","Lamprophiidae","Lamprophis","Lamprophis fiskii","BOULENGER",1887,6,1,"Fisk's House Snake",0,"","no"
"1177","Lamprophiidae","Boaedon","Boaedon fuliginosus","BOIE",1827,21,9,"African Brown House Snake complex",1,"Lamprophis fuliginosus, Boaedon capensis, Boaedon subflavus, Boaedon perisilvestris","no"
"1178","Lamprophiidae","Lamprophis","Lamprophis fuscus","BOULENGER",1893,7,1,"Yellow-bellied House Snake",0,"","no"
"1179","Lamprophiidae","Lamprophis","Lamprophis geometricus","SCHLEGEL",1837,11,6,"Seychelles House Snake",0,"","no"
"1180","Lamprophiidae","Lamprophis","Lamprophis guttatus","SMITH",1843,9,4,"Spotted House Snake",0,"","no"
"1181","Lamprophiidae","Lycodonomorphus","Lycodonomorphus inornatus","DUMÉRIL, BIBRON  & DUMÉRIL",1854,7,3,"Olive House Snake",0,"Lamprophis inornatus","no"
"1182","Lamprophiidae","Boaedon","Boaedon lineatus","DUMÉRIL, BIBRON  & DUMÉRIL",1854,24,7,"African House Snake",0,"Lamprophis lineatus","no"
"1183","Lamprophiidae","Boaedon","Boaedon maculatus","PARKER",1932,6,1,"Dotted House Snake",0,"Lamprophis maculatus","no"
"1184","Lamprophiidae","Boaedon","Boaedon olivaceus","DUMÉRIL",1856,17,6,"Olive House Snake",0,"Lamprophis olivaceus","no"
"1185","Lamprophiidae","Inyoka","Inyoka swazicus","SCHAEFER",1970,6,1,"Swazi Rock Snake",0,"Lamprophis swazicus","no"
"1186","Lamprophiidae","Boaedon","Boaedon virgatus","HALLOWELL",1854,13,6,"Hallowell's House Snake",0,"Lamprophis virgatus","no"
"1187","Lamprophiidae","Langaha","Langaha alluaudi","MOCQUARD",1901,4,0,"Southern Leafnose Snake",0,"","no"
"1188","Lamprophiidae","Langaha","Langaha madagascariensis","BONATERRE",1790,11,5,"Madagascar Leafnose Snake",1,"Langaha nasuta","no"
"1189","Lamprophiidae","Langaha","Langaha pseudoalluaudi","DOMERGUE",1988,4,0,"Northern Leafnose Snake",0,"","no"
"1190","Elapidae","Hydrophis","Hydrophis curtus","SHAW",1802,24,12,"",0,"","yes"
"1191","Elapidae","Laticauda","Laticauda colubrina","SCHNEIDER",1799,23,11,"Yellow-lipped Sea Krait",1,"","yes"
"1192","Elapidae","Laticauda","Laticauda crockeri","SLEVIN",1934,7,2,"Crocker's Sea Snake",0,"","yes"
"1193","Elapidae","Laticauda","Laticauda laticaudata","LINNAEUS",1758,22,8,"Black-banded Sea Krait",0,"","yes"
"1194","Elapidae","Laticauda","Laticauda schistorhyncha","GÜNTHER",1874,8,3,"",0,"","yes"
"1195","Elapidae","Laticauda","Laticauda semifasciata","REINWARDT",1837,10,3,"Chinese Sea Snake",0,"","yes"
"1196","Lamprophiidae","Leioheterodon","Leioheterodon geayi","MOCQUARD",1905,6,2,"Madagascar Dune Snake",0,"","no"
"1197","Lamprophiidae","Leioheterodon","Leioheterodon madagascariensis","DUMÉRIL, BIBRON  & DUMÉRIL",1854,7,3,"Madagascar Menarana Snake",1,"","no"
"1198","Lamprophiidae","Leioheterodon","Leioheterodon modestus","GÜNTHER",1863,5,2,"Madagascar Brown Snake",0,"","no"
"1199","Pythonidae","Bothrochilus","Bothrochilus albertisii","PETERS & DORIA",1878,21,7,"Whitelip Python",0,"Leiopython albertisii","no"
"1200","Colubridae","Leptodeira","Leptodeira annulata","LINNAEUS",1758,22,12,"Southern Banded Cat-eyed Snake",1,"","no"
"1201","Colubridae","Leptodeira","Leptodeira bakeri","RUTHVEN",1936,5,0,"Baker's Cat-eyed Snake",0,"","no"
"1202","Colubridae","Leptodeira","Leptodeira frenata","COPE",1886,22,5,"Rainforest Cat-eyed Snake",0,"","no"
"1203","Colubridae","Leptodeira","Leptodeira maculata","HALLOWELL",1861,14,6,"Southwestern Cat-eyed Snake",0,"","no"
"1204","Colubridae","Leptodeira","Leptodeira nigrofasciata","GÜNTHER",1868,7,1,"Black-banded Cat-eyed Snake",0,"","no"
"1205","Colubridae","Leptodeira","Leptodeira punctata","PETERS",1866,8,3,"Western Cat-eyed Snake",0,"","no"
"1206","Colubridae","Leptodeira","Leptodeira rubricata","COPE",1893,5,1,"",0,"","no"
"1207","Colubridae","Leptodeira","Leptodeira septentrionalis","KENNICOTT",1859,16,7,"Cat-eyed Snake",0,"","no"
"1208","Colubridae","Leptodeira","Leptodeira splendida","GÜNTHER",1895,17,4,"Splendid Cat-eyed Snake",0,"","no"
"1209","Colubridae","Leptodrymus","Leptodrymus pulcherrimus","COPE",1874,9,5,"Striped Lowland Snake",0,"","no"
"1210","Elapidae","Micrurus","Micrurus narduccii","JAN",1863,16,5,"Andean Blackback Coral Snake",0,"","yes"
"1211","Colubridae","Leptophis","Leptophis ahaetulla","LINNAEUS",1758,24,13,"Parrot Snake",1,"","no"
"1212","Colubridae","Leptophis","Leptophis cupreus","COPE",1868,6,1,"Copper Parrot Snake",0,"","no"
"1213","Colubridae","Leptophis","Leptophis depressirostris","COPE",1861,17,9,"Cope's Parrot Snake",0,"","no"
"1214","Colubridae","Leptophis","Leptophis diplotropis","GÜNTHER",1872,13,3,"Pacific Coast Parrot Snake",0,"","no"
"1215","Colubridae","Leptophis","Leptophis mexicanus","DUMÉRIL, BIBRON  & DUMÉRIL",1854,23,4,"Mexican Parrot Snake",0,"","no"
"1216","Colubridae","Leptophis","Leptophis modestus","GÜNTHER",1872,7,2,"Cloud Forest Parrot Snake",0,"","no"
"1217","Colubridae","Leptophis","Leptophis nebulosus","OLIVER",1942,4,1,"Oliver's Parrot Snake",0,"","no"
"1218","Colubridae","Leptophis","Leptophis riveti","DESPAX",1910,7,2,"Despax's Parrot Snake",0,"","no"
"1219","Colubridae","Leptophis","Leptophis stimsoni","HARDING",1995,4,0,"",0,"","no"
"1220","Leptotyphlopidae","Myriopholis","Myriopholis adleri","HAHN & WALLACH",1998,5,1,"",0,"","no"
"1221","Leptotyphlopidae","Trilepida","Trilepida affinis","BOULENGER",1884,7,4,"",0,"","no"
"1222","Leptotyphlopidae","Epictia","Epictia albipuncta","BURMEISTER",1861,19,10,"Tucuman Blindsnake",0,"Leptotyphlops albipunctus","no"
"1223","Leptotyphlopidae","Myriopholis","Myriopholis albiventer","HALLERMANN & RÖDEL",1995,4,1,"",0,"","no"
"1224","Leptotyphlopidae","Myriopholis","Myriopholis algeriensis","JACQUET",1896,9,6,"",0,"","no"
"1225","Leptotyphlopidae","Trilepida","Trilepida anthracina","BAILEY",1946,6,2,"",0,"","no"
"1226","Leptotyphlopidae","Mitophis","Mitophis asbolepis","THOMAS, MCDIARMID & THOMPSON",1985,5,1,"",0,"","no"
"1227","Leptotyphlopidae","Epictia","Epictia australis","FREIBERG & OREJAS-MIRANDA",1968,6,1,"Freiberg's Blindsnake",0,"Leptotyphlops australis","no"
"1228","Leptotyphlopidae","Tricheilostoma","Tricheilostoma bicolor","JAN",1860,20,10,"",0,"","no"
"1229","Leptotyphlopidae","Tetracheilostoma","Tetracheilostoma bilineatum","SCHLEGEL",1839,11,7,"",0,"","no"
"1230","Leptotyphlopidae","Myriopholis","Myriopholis blanfordi","BOULENGER",1890,10,6,"",0,"","no"
